"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Design of model test platformfor ship latitudinal motion control system","Z. Jin; S. Liu; B. Li","College of Automation, Harbin Engineering University, Harbin, China; College of Automation, Harbin Engineering University, Harbin, China; College of Automation, Harbin Engineering University, Harbin, China","2017 Chinese Automation Congress (CAC)","1 Jan 2018","2017","","","2385","2390","Due to the test requirements of ship latitudinal motion control, a model test system for active control of ship latitudinal motion is designed. According to the system, the demonstration and verification test for ship control schemes and rules were carried out. Meanwhile, a “PC/data acquisition and network module” flexible design scheme was adopted to build a demonstration platform for this type of experiment, relying on virtual instrument technology. It effectively verified the application of yawing/rolling control algorithm of robust control based on linear matrix inequality to rolling stabilization with the combination of rudders and fins. The model test showed that the system can basically verify the control scheme and law of latitudinal motion of target ship, with high integration, good reliability and human-computer interaction interface. Furthermore, it met the test requirements of active control in ship seaworthiness.","","978-1-5386-3524-7","10.1109/CAC.2017.8243175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8243175","Motion control;Model test;Virtual instrument;Fin stabilizer;Robust","Robust control;Motion planning;Human computer interaction;Automation;Instruments;Control systems;Linear matrix inequalities","control system synthesis;linear matrix inequalities;motion control;robust control;ships","model test system;active control;verification test;ship control schemes;network module flexible design scheme;yawing/rolling control algorithm;robust control;control scheme;ship seaworthiness;model test platform;ship latitudinal motion control system","","","","9","IEEE","1 Jan 2018","","","IEEE","IEEE Conferences"
"Video Stabilization and Text-Based Sentence Identification for Video-Based Answering Systems","H. Gunawan; C. -C. Han; C. -H. Lee","Department of Computer Science and Information Engineering, National United University, Miaoli, Taiwan; Department of Computer Science and Information Engineering, National United University, Miaoli, Taiwan; Department of Computer Science and Information Engineering, Chung Hua University, Hsinchu, Taiwan","2018 3rd International Conference on Computer and Communication Systems (ICCCS)","13 Sep 2018","2018","","","297","300","Recently, teaching using video clips is a simple and direct method instead of the text-based approaches. On the E-learning platform, students ask a question, and teachers answer the question using video clips especially the derivation of mathematical equations. Teachers write their answers down on an A4-size paper, use an APP to record the whole process, and upload the video clips to the platform. However, reading the sentences or equations from videos is very uncomfortable due to the paper movements when teacher wrote the sentences. In addition, teacher's hand frequently occludes the answers during the recording process. In the study, a video stabilizer with hand removal is proposed for comfortably reading. There are two key components: Video stabilization and sentence identification. Video stabilization estimates the smooth camera paths using SURF -based corner detection, hand part removal, image registration, and frame calibration. In sentence identification, sentences are segmented and extracted using contour detection and the convex hull generation algorithm. After the calibration process, users won't fell dizzy in reading sentences from calibrated and un-shaky videos. In addition, time stamps are marked at the beginning and the end of each sentence in the processed videos. When users click a specified sentence, a stabilized clip with good quality will be played.","","978-1-5386-6350-9","10.1109/CCOMS.2018.8463237","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8463237","video stabilization;image registration;SURF descriptor;sentence extraction;word segmentation","Streaming media;Image segmentation;Image registration;Calibration;Cameras;Image color analysis;Digital images","calibration;cameras;computer aided instruction;edge detection;feature extraction;image registration;Internet;teaching;text analysis;video signal processing","text-based sentence identification;Video-based answering systems;video clips;video stabilizer;Video stabilization;SURF -based corner detection;hand part removal;image registration;frame calibration;contour detection;convex hull generation algorithm;E-learning platform","","","","10","IEEE","13 Sep 2018","","","IEEE","IEEE Conferences"
"Experimental verification of UAS based battery terminal voltage collapse detection on a simple embedded platform","F. Alkhawaja; K. Koirala; M. Daffalla; M. Kassem; M. A. Tily; G. Al-Rousan; S. Mukhopadhyay","Mechatronics Graduate Program; Mechatronics Graduate Program; Mechatronics Graduate Program; Mechatronics Graduate Program; Mechatronics Graduate Program; American University of Sharjah, Sharjah, Sharjah, AE; Department of Electrical Engineering, American University of Sharjah, Sharjah, UAE","2018 11th International Symposium on Mechatronics and its Applications (ISMA)","5 Apr 2018","2018","","","1","6","This paper experimentally verifies that the Universal Adaptive Stabilization (UAS) based Li-ion battery terminal voltage collapse strategy can be implemented on a simple embedded platform i.e. microcontrollers. Due to the complex nature of Nussbaum type switching functions, it is usually assumed that using the UAS strategy with certain Nussbaum functions is very computationally intensive and requires extremely powerful computation equipment due to the small step-size requirements. However, in this paper we present the implementation and verification of a universal adaptive stabilizer, which uses a Mittag-Leffler function as a Nussbaum function, and implement it on a simple microcontroller based system, i.e. the PIC24FJ128GA010 which is a focal point in this paper. The adaptive observer has proven to be capable of tracking the terminal voltage of different batteries in several separate trials. In another set of experiments, it is shown that bypassing the low-pass filter may also provide alternate ways to detect Li-ion battery terminal voltage collapse.","","978-1-5386-1078-7","10.1109/ISMA.2018.8330142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8330142","","Batteries;Mathematical model;Discharges (electric);Microcontrollers;State of charge;Low pass filters;Matlab","adaptive control;lithium compounds;low-pass filters;microcontrollers;observers;secondary cells;stability","Nussbaum type switching functions;UAS strategy;Mittag-Leffler function;microcontroller based system;battery terminal voltage collapse detection;lithium-ion battery terminal voltage collapse strategy;universal adaptive stabilization;adaptive observer","","1","","11","IEEE","5 Apr 2018","","","IEEE","IEEE Conferences"
"HF band aircraft integrated multi-antenna system designs using characteristic modes","C. Wang; Y. Chen; S. Yang","School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, P. R. China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, P. R. China; School of Electronic Engineering, University of Electronic Science and Technology of China, Chengdu, P. R. China","2017 11th European Conference on Antennas and Propagation (EUCAP)","18 May 2017","2017","","","1772","1776","In this paper, we present an approach to design conformai HF band multi-antenna system for aircraft using the theory of characteristic modes. The whole antenna system generates omni-directional radiation pattern at 18 MHz, NVIS radiation pattern at 8 MHz and downward radiation pattern at 28 MHz. The antenna system is realized by mounting a set of exciters on the aircraft to excite the currents on the platform. The exciters consist of a pair of folded monopole exciters embedded on the vertical stabilizers, a pair of probes to excite the long notches cut in the vertical stabilizers, and a pair of folded monopole exciters embedded on the horizontal stabilizers. Properly designed matching networks are used to match the input impedance of these exciters. The simulated input impedance bandwidth of the three antennas are 1.6%, 7.6%, and 12.5%, respectively. The port isolation is more than 10 dB across the whole interested frequency band.","","978-8-8907-0187-0","10.23919/EuCAP.2017.7928062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7928062","Multi-antenna system;characteristic modes;high-frequency antennas;aircraft integrated antennas","Antenna radiation patterns;Aircraft;Europe;Impedance;Bandwidth;Aerospace electronics","aircraft antennas;antenna radiation patterns;exciters;HF antennas;monopole antennas;omnidirectional antennas","HF band aircraft integrated multiantenna system;characteristic modes theory;conformai HF band multiantenna system;omnidirectional radiation pattern;NVIS radiation pattern;downward radiation pattern;folded monopole exciters;vertical stabilizers;horizontal stabilizers;matching networks;port isolation;frequency 8 MHz;frequency 18 MHz;frequency 28 MHz","","1","","14","","18 May 2017","","","IEEE","IEEE Conferences"
"Performance Comparison of SVC with POD and PSS for Damping of Power System Oscillations","V. K. Chandrakar; S. N. Dhurvey; S. C. Suke","Department of Electrical Engineering, G. H. Raisoni College of Engineering and Technology, Nagpur, India; Department of Electrical Engineering, G. H. Raisoni College of Engineering and Technology, Nagpur, India; Department of Electrical Engineering, G. H. Raisoni College of Engineering and Technology, Nagpur, India","2010 3rd International Conference on Emerging Trends in Engineering and Technology","31 Jan 2011","2010","","","247","252","This paper presents a systematic approach for designing of Static var Compensator (SVC) based damping controllers for damping of low frequency oscillations in a power system. Detailed investigation have been carried out considering two controllers like Power System Stabilizer (PSS) controller and Power Oscillation Damping (POD) controller under variation of mechanical disturbances (Pm) which provides robust performance for single machine infinite bus (SMIB) power system. The realization of the Phillips-Heffron model has been completely and effectively done on comprehensive and user friendly simulink platform. Here, we have designed simplified transfer function block set model to minimize the simulation time because model designed on another domains while simulation internally converts original model to such simplified block diagram model. Eigen value analysis validates the performance of various controllers.","2157-0485","978-1-4244-8481-2","10.1109/ICETET.2010.136","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5698328","FACTS;SVC;PI;PSS;POD;Damping of oscillations","Static VAr compensators;Oscillators;Power system stability;Damping;Mathematical model;Tuning","damping;eigenvalues and eigenfunctions;oscillations;power system stability;static VAr compensators;transfer functions","static var compensator;SVC;power oscillation damping;POD;power system stabilizer;PSS;power system oscillations;damping controllers;low frequency oscillations;mechanical disturbances;single machine infinite bus power system;Phillips-Heffron model;Simulink platform;transfer function block set model;simulation time;simplified block diagram model;eigenvalue analysis","","8","","10","IEEE","31 Jan 2011","","","IEEE","IEEE Conferences"
"Small Signal Stability Enhancement of Power System with GA Optimized PD type PSS and AVR Control","B. Rout; B. B. Pati; A. Pattnaik","Department of Electrical Engineering, VSSUT, Burla, Odisha, India; Department of Electrical Engineering, VSSUT, Burla, Odisha, India; Department of Electrical Engineering, VSSUT, Burla, Odisha, India","2018 Recent Advances on Engineering, Technology and Computational Sciences (RAETCS)","23 Aug 2018","2018","","","1","6","The small signal oscillatory instability is improved by adding sufficient damping torque for electromechanical modes of oscillations. The Heffron-Philips (HP) model which is equivalent linearization model of single machine infinite bus (SMIB) is considered for small signal stability. The power system stabilizer (PSS) with automatic voltage regulator (AVR) in synchronous generator produces sufficient damping torque and synchronizing torque so as to destabilize the small signal instability during small change in system variables. This paper presents the control design of PD based PSS which supplements the damping torque and reduces the transient oscillations by reducing setting time at constant damping ratio in system response. The controller parameters are tuned with Genetic Algorithm (GA) so as to minimize the speed deviation as objective function. The effectiveness of the controller is verified through time domain analysis at different loading conditions. The whole work is carried out under MATLAB environment platform.","","978-1-5386-1686-4","10.1109/RAETCS.2018.8443890","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8443890","Heffron philips model;PSS;proportional derivative controller;genetic algorithm optimization;small signal stability","PD control;Loading;Power system stability;Genetic algorithms;Damping;Mathematical model;Stability analysis","control system synthesis;damping;genetic algorithms;PD control;power system stability;time-domain analysis;voltage regulators","small signal stability enhancement;GA optimized PD type PSS;AVR control;signal oscillatory instability;Heffron-Philips model;equivalent linearization model;single machine infinite bus;power system stabilizer;automatic voltage regulator;synchronous generator;synchronizing torque;constant damping ratio;damping torque;electromechanical modes;HP model;SMIB;PD control design;transient oscillation reduction;genetic algorithm;time domain analysis;MATLAB environment platform","","1","","18","IEEE","23 Aug 2018","","","IEEE","IEEE Conferences"
"Data-driven decision system for adaptive control of FACTS devices in the New York State grid","B. Ansari; S. Babaei; B. Fardanesh; S. Cvijic; J. Lang; M. Ilic","R&TD Department, New York Power Authority, White Plains, NY; R&TD Department, New York Power Authority, White Plains, NY; R&TD Department, New York Power Authority, White Plains, NY; NETSS Inc., Sudbury, MA; NETSS Inc., Sudbury, MA; NETSS Inc., Sudbury, MA","2017 IEEE Power & Energy Society General Meeting","1 Feb 2018","2017","","","1","5","The combination of growth of electricity demand, restrictions on transmission system expansion, and grid security/reliability requirements gives the development and application of local controllers such as Flexible AC Transmission Systems (FACTS) devices, Power System stabilizers (PSS), and High Voltage Direct Current (HVDC) systems a high priority. In the last decades, significant number of these type of controllers have become fully operational to achieve different functionalities and improve the flexibility and controllability of the grid. However, design and application of a system-level controller that dynamically changes the set points of the local devices based on the grid conditions, still needs lots of nurturing. This paper concerns with the enhanced utilization of system-wide controllable resources in the New York State grid as the system conditions vary. To achieve the greatest benefit we propose a data-driven decision system for grid management, which offers the application of a wide-area system awareness platform for adaptive utilization of the system-wide controllable resources. The solution is broad in nature but as a starting point, in this paper, the attention is given to dynamically changing the set points of shunt-connected FACTS devices in order to minimize system violations following a major disturbance. The effectiveness of the proposed solution has been verified on a unique system that uses the real data of the New York State grid. All the optimizations are based on the NETSSWorks software (New Electricity Transmission Software Solutions Works) that is explained in the paper.","1944-9933","978-1-5386-2212-4","10.1109/PESGM.2017.8274573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8274573","","Optimization;Static VAr compensators;Automatic voltage control;Reactive power;Control systems;Software","adaptive control;flexible AC transmission systems;power grids;power system security;power system stability;power transmission control;power transmission reliability","Electricity Transmission Software Solutions Works;data-driven decision system;adaptive control;New York State grid;transmission system expansion;grid security/reliability requirements;local controllers;Flexible AC Transmission Systems devices;Power System stabilizers;system-level controller;set points;grid conditions;system-wide controllable resources;grid management;wide-area system awareness platform;system violations;electricity demand;High Voltage Direct Current systems;PSS;HVDC systems;shunt-connected FACTS devices","","1","","12","IEEE","1 Feb 2018","","","IEEE","IEEE Conferences"
"A 1mJ/frame unified media application processor with a 179.7pJ mixed-mode feature extraction engine for embedded 3D-media contents processing","H. -E. Kim; J. -S. Park; J. -S. Yoon; S. -H. Kim; L. -S. Kim","Department of Electrical Engineering, KAIST, Daejeon, South Korea; Department of Electrical Engineering, KAIST, Daejeon, South Korea; System LSI, Samsung Electronics Limited, Giheung, South Korea; System LSI, Samsung Electronics Limited, Giheung, South Korea; Department of Electrical Engineering, KAIST, Daejeon, South Korea","Proceedings of the IEEE 2012 Custom Integrated Circuits Conference","15 Oct 2012","2012","","","1","4","A unified media application processor (UMAP) with a low-power mixed-mode feature extraction engine (FEE) is presented for 2D/3D image analysis/synthesis applications on handheld devices. UMAP supports not only graphics and vision for augmented reality (AR) but also 3D reconstruction and 3D display for 3D-view AR based on heterogeneous many-core platform. A frame-level 3-stage pipelined architecture enables real-time (50fps in VGA) performance in 3D-view AR, while a mixed-mode FEE dynamically saves active power by reconfiguring operation modes between analog and digital processing. Especially for low power operation in media processing, four pairs of analog current contention logics (CCL) are implemented in FEE. The implemented CCL does not require digital-to-analog or analog-to-digital converters (DAC/ADC) in interfacing digital and analog domains. It includes a diode-connected sensing stabilizer which reduces minimum sensing current. Therefore, average power consumed in CCL is reduced by 44.9%. In the implemented UMAP, the proposed FEE replaces the parallel processing core cluster in the analog processing mode, as a result, 96.5% of cluster power and 99.1% of target detection time are saved. The dynamic mode transition between analog and digital processing based on run-time tracking of region-of-interest (ROI) reduces system energy dissipation by up to 84.2% compared to the state-of-the-art embedded media processors.","2152-3630","978-1-4673-1556-2","10.1109/CICC.2012.6330650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6330650","","Feature extraction;Graphics;Media;Engines;Three dimensional displays;Hardware;Estimation","augmented reality;feature extraction;image reconstruction;microprocessor chips;multimedia computing;multiprocessing systems;pipeline processing","1mJ-frame unified media application processor;179.7pJ mixed-mode feature extraction engine;embedded 3D-media contents processing;UMAP;FEE;2D-3D image analysis-synthesis applications;handheld devices;augmented reality;3D reconstruction;3D display;3D-view AR;heterogeneous many-core platform;3-stage pipelined architecture;low power operation;current contention logics;CCL;digital-analog domain interfacing;diode-connected sensing stabilizer;minimum sensing current;parallel processing core cluster;dynamic mode transition;region-of-interest;ROI","","","","11","IEEE","15 Oct 2012","","","IEEE","IEEE Conferences"
"Coordinated Control of SSSC Based Controller Using GSA Algorithm","A. k. Patra; S. K. Mohapatra; S. K. Barik","Department of Electrical Engineering, Seemanta Engineering College, Odisha, India; Department of Electrical Engineering, Government College of Engineering, Keonjhar, Odisha, India; Department of Electrical Engineering, Seemanta Engineering College, Odisha, India","2020 International Conference on Computational Intelligence for Smart Power System and Sustainable Energy (CISPSSE)","5 Oct 2020","2020","","","1","6","In present scenario, the stability of power systems decreases with size, loading and complexity of power system. This problem is related to power system oscillation and performance of power system components. It is because of inadequate control required in power system and poor coordination among power system controllers. In this work we present power system satiability enhancement through coordinately control of SSSC based damping controllers and PSS. It is thoroughly investigated by designing a coordinated structure of both controllers for the purpose analysis. Here the simultaneous coordinated tuning of the Δω based PI types lead-lag controller based SSSC controller and power system stabilizer is performed by using GSA optimization technique. The simulation results of which are compared with conventional lead-lag coordinately control of SSSC controller. The performance of the purpose coordinately controllers are evaluated applying various disturbances and loading condition for both SMIB and multi machine complex power system. The effectiveness and strength of the proposed controller is tested by developing test model for both SMIB and MMIS in MATLAB platform","","978-1-7281-7274-3","10.1109/CISPSSE49931.2020.9212298","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9212298","PI type LL controller;Multi-machine power system;Gravitational search algorithm (GSA)","Damping;Loading;Power system stability;Lead;Control systems;Stability analysis;Tuning","control system synthesis;damping;flexible AC transmission systems;optimisation;oscillations;PI control;power system control;power system stability;power transmission control;static VAr compensators","power system oscillation;power system components;power system controllers;power system satiability enhancement;SSSC based damping controllers;power system stabilizer;coordinated control;GSA algorithm;PI types lead-lag controller;MATLAB platform;SMIB;MMIS","","","","11","IEEE","5 Oct 2020","","","IEEE","IEEE Conferences"
"Design and Development of Autonomous Drone to Detect and Alert Intruders in Surveillance Areas","J. Piriyasupakij; R. Prasitphan","Huahin Vitthayalai School, Thailand; Huahin Vitthayalai School, Thailand","2023 8th International Conference on Business and Industrial Research (ICBIR)","19 Jun 2023","2023","","","1094","1099","The design and development of Autonomous Drone to detect and alert intruders in the surveillance area is a technology to support law enforcement personnel involved. To assess the situation, and to detect persons entering the surveillance area to alert relevant authorities. The structure is made of plastic and carbon fiber in the shape of a hexagon Autonomous Drone. The control unit is divided into flight controller and intruder detection camera control unit. The flight controller uses the Pixhawk board with: GPS module, Telemetry module, Receiver module and ESC module through Mission Planner control program. The intruder detection camera uses the Roboflow platform for object detection to detect people. Aviation is divided into 2 operation types. Manual is using: Stabilizer mode and Loiter mode. Automatic operation uses Auto mode to fly by waypoint working for human detection. In testing an Autonomous Drone to detect and alert intruders in the surveillance area, the test was divided into 3 parts: manual flight, automatic flight, and automatic flight with detection of people in the surveillance area. It was found that the manual flight has the highest accuracy of 97.50%. The automatic flight at 100 meters has the highest accuracy of 98.50%. Lastly, the automatic flight with human detection, in detecting and alerting at a height of 3 meters, has the highest accuracy of 97.00%. In the design and development of Autonomous Drone, there were problems in the structure designed with a 3D Printer to support the weight so that fastening of the parts could not be achieved as intended, resulting in the design of a new structure. The camera detection of the Autonomous Drone had problem in that the range of the active camera and the speed of the Autonomous Drone must be appropriate for the detection to work properly.","","979-8-3503-9964-6","10.1109/ICBIR57571.2023.10147697","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10147697","Drone;Autonomous;Object Detect;Raspberry pi;Notification","Meters;Three-dimensional displays;Shape;Surveillance;Manuals;Receivers;Cameras","aerospace control;autonomous aerial vehicles;cameras;control engineering computing;Global Positioning System;mobile robots;object detection;security of data;surveillance;telemetry","3D printer;alert intruders;automatic flight;camera detection;ESC module;flight controller;GPS module;hexagon autonomous drone;intruder detection camera control unit;loiter mode;mission planner control program;object detection;Pixhawk board;receiver module;Roboflow platform;stabilizer mode;surveillance area;telemetry module","","","","5","IEEE","19 Jun 2023","","","IEEE","IEEE Conferences"
"Design of Wide-Area Damping Controller Based on Modulation of Active Power Demand","A. Prakash; K. Kumar; S. K. Parida","Department of Electrical Engineering, Indian Institute of Technology, Patna, India; Department of Electrical Engineering, Indian Institute of Technology, Patna, India; Department of Electrical Engineering, Indian Institute of Technology, Patna, India","2022 IEEE IAS Global Conference on Emerging Technologies (GlobConET)","9 Sep 2022","2022","","","176","181","Low-frequency oscillations (LFOs) are one of the significant threats to power system stability. They should be appropriately damped in order to avoid severe contingencies in the power system. Various methodologies are adopted to tackle these situations. In the modern power system scenario, management of the distribution side, i.e., load side, is a competent way to make the system stable. However, they are either deployed on the generation or transmission sides. Hence we propose a wide-area damping controller (WADC), which modulates active power on the load side to damp critical LFOs. This system is linearized at a stable operating point, and critical LFOs are identified using modal analysis. Furthermore, geometric measures are utilized to find suitable feedback signals for them. The WADC structure is considered as a one-stage power system stabilizer (PSS). The parameters of WADC are tuned by the metaheuristic particle swarm optimization (PSO) technique to achieve the desired damping ratio. To demonstrate the efficacy of the proposed methodology, dynamic simulations are conducted on 4-machine 11-machine system. Results are generated on MATLAB/SIMULINK® platform, which suggests that the system is able to achieve the desired damping performance with the proposed WADC design.","","978-1-6654-4357-9","10.1109/GlobConET53749.2022.9872521","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9872521","Wide-area damping control;Active power modulation;Low-frequency oscillation;Local and inter-area mode;Small-signal analysis","Damping;Fluctuations;Power demand;Power system dynamics;Modulation;Power system stability;Particle measurements","control system synthesis;damping;feedback;metaheuristics;modal analysis;oscillations;particle swarm optimisation;power system control;power system measurement;power system stability","active power demand;low-frequency oscillations;power system stability;one-stage power system stabilizer;4-machine 11-machine system;WADC design;wide-area damping controller design;LFOs;modal analysis;feedback signals;PSS;metaheuristic particle swarm optimization technique;PSO;MATLAB-SIMULINK platform","","","","13","IEEE","9 Sep 2022","","","IEEE","IEEE Conferences"
"A flexible analysis and design approach for body-mounted conformal microstrip antennas","R. J. Allard; D. H. Werner","Applied Research Laboratory, Pennsylvania State University, State College, PA, USA; Applied Research Laboratory, Pennsylvania State University, State College, PA, USA","IEEE Antennas and Propagation Society International Symposium (IEEE Cat. No.02CH37313)","7 Aug 2002","2002","1","","766","769 vol.1","Two different examples are considered to demonstrate the efficiency and flexibility of our domain-decomposition/reciprocity procedure for the analysis and design of body-mounted conformal antenna systems. The first example consists of a broadband, dual-armed Archimedian spiral antenna excited in two different modes, designed to operate from 6-9 GHz, and mounted on the endcap of a finite-length PEC circular cylinder. The second example consists of an array of square microstrip patch antennas, designed to operate at 2 GHz, mounted around the circumference of a generic missile platform with a nose cone and stabilizer fins.","","0-7803-7330-8","10.1109/APS.2002.1016455","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1016455","","Microstrip antennas;Spirals;Broadband antennas;Microstrip antenna arrays;Missiles;Patch antennas;Arm;Helical antennas;Nose;Geometry","microstrip antenna arrays;conformal antennas;broadband antennas;spiral antennas;missiles","body-mounted antennas;conformal microstrip antennas;domain decomposition;reciprocity;antenna analysis;broadband antenna;dual-armed Archimedian spiral antenna;endcap;finite-length PEC circular cylinder;patch antenna array;square microstrip patch antennas;generic missile platform;nose cone;stabilizer fins;6 to 9 GHz;2 GHz","","","","5","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"In-House Industrial Production of the Superconducting Conductor for the 43 T Hybrid Magnet of LNCMI-Grenoble","P. Pugnat; T. Boujet; T. Disparti; P. Hanoux; C. Peroni; R. Pfister; M. Pissard; L. Ronayette; J. -M. Tudela","LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France; LNCMI, European Magnetic Field Laboratory (EMFL), CNRS-UGA-INSA-UPS, BP166, Grenoble, France","IEEE Transactions on Applied Superconductivity","23 Feb 2018","2018","28","4","1","5","The hybrid magnet being built at LNCMI-Grenoble is based on the combination of resistive inserts, made up of Bitter and polyhelix coils, with a large bore superconducting outsert. It will produce, in the first step, an overall continuous magnetic field of 43 T in a 34 mm warm bore aperture. The superconducting coil will provide a nominal magnetic field of 8.5 T in a 1.1 m cold bore diameter. It relies on the novel development of an Nb-Ti/Cu Rutherford Cable On Conduit Conductor (RCOCC) cooled down to 1.8 K by a bath of superfluid helium pressurized at 1200 mbar. After a brief reminder of the specificity of hybrid magnets, namely the strong electromechanical coupling between resistive and superconducting coils, the main requirements of the RCOCC for efficient and reliable magnet operation are given. The test and validation phases prior to the industrial production of the RCOCC are reported, including the trial production of the ½ hard-drawn (H02 cold-worked) Cu-Ag 0.05% hollow stabilizer in continuous lengths of 325 m. The novelty of the RCOCC development concerns the assembly and the induction soft-soldering of the Rutherford cable on the Cu-Ag hollow stabilizer allowing a strict control of the interstrand contact resistance. Studies, developments, and the integration of the industrial production line at LNCMI-Grenoble are presented together with the result of the production of all RCOCC unit lengths.","1558-2515","","10.1109/TASC.2018.2797548","Centre National de la Recherche Scientifique; French Ministry of Higher Education and Research in the framework of the “Investissements pour l'avenir” Equipex LaSUP (Large Superconducting User Platform); European Funds for Regional Development (FEDER) and the Rhône-Alpes region; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8268078","Hybrid magnet;large bore superconducting magnet;Rutherford cable on conduit conductor;Nb-Ti/Cu;very high field magnet","Superconducting magnets;Production;Superconducting coils;Conductors;Superconducting cables;Magnetic fields","accelerator magnets;copper alloys;electric conduits;niobium alloys;silver alloys;superconducting cables;superconducting coils;superconducting magnets;titanium alloys","interstrand contact resistance;induction soft-soldering;electromechanical coupling;RCOCC development;superfluid helium;Nb-Ti-Cu Rutherford cable on conduit conductor;in-house industrial production;cold bore diameter;warm bore aperture;industrial production line;Cu-Ag hollow stabilizer;trial production;reliable magnet operation;efficient magnet operation;superconducting coils;resistive coils;nominal magnetic field;superconducting coil;continuous magnetic field;bore superconducting outsert;polyhelix coils;resistive inserts;LNCMI-Grenoble;hybrid magnet;superconducting conductor;size 325.0 m;size 34.0 mm;size 1.1 m;temperature 1.8 K;pressure 1200.0 mbar;magnetic flux density 43 T;magnetic flux density 8.5 T;Cu-Ag;NbTi-Cu","","3","","10","IEEE","24 Jan 2018","","","IEEE","IEEE Journals"
"Study on visual simulation of aircraft horizontal tail based on Creator and Vega","Z. Li; W. Wang; J. Cui; S. Zhang; H. Liu","College of Automation, Shenyang AeroSpace University, Shenyang, Liaoning, China; College of Automation, Shenyang AeroSpace University, Shenyang, Liaoning, China; College of Automation, Shenyang AeroSpace University, Shenyang, Liaoning, China; College of Automation, Shenyang AeroSpace University, Shenyang, Liaoning, China; Shenyang Aircraft Design and Research Institute, Shenyang, China","2011 International Conference on Electrical and Control Engineering","24 Oct 2011","2011","","","3679","3682","Along with simulation method's increase, the visualization simulation because of its good visualization effect, has become one of day by day current research hot topics. In airplane synthesis health management study, to realize the highly effective low cost simulation confirmation, needs to carry on the visualization simulation to the airplane essential component. Here has first established the airplane and the stabilizer essential component's three-dimensional model, then in VC++6.0 under the platform MFC frame, has developed using Vega based on the duty actuation airplane essential component visualization simulation system, and carries on the load to the essential component fault model. Has realized when the different aerial mission tail plane and internal macro-axis's visualization simulation. The result indicated that this simulation system has the straight-forward lifelike interactive contact surface, is advantageous for the simulation process the observation and the essential data gain, provides an general visualization simulation experiment platform for the airplane synthesis health management.","","978-1-4244-8165-1","10.1109/ICECENG.2011.6057503","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6057503","Simulation;Visualization;Vega;Stabilizer macro-axis;Comprehensive health management","Atmospheric modeling;Solid modeling;Visualization;Mathematical model;Load modeling;Airplanes","aerospace components;aerospace computing;C++ language;CAD;condition monitoring;data visualisation;digital simulation;production engineering computing;solid modelling","Creator;Vega;visualization simulation;airplane synthesis health management;3D model;VC++ 6.0 language;aircraft horizontal tail simulation;interactive contact surface","","1","","8","IEEE","24 Oct 2011","","","IEEE","IEEE Conferences"
